AgeGroup,YearsTogether,Province,Divorced
35 to 39 years,44 years,Alta.,0
35 to 39 years,44 years,Alta.,0
35 to 39 years,44 years,Alta.,0
35 to 39 years,44 years,Alta.,1
35 to 39 years,44 years,Alta.,0
35 to 39 years,44 years,Alta.,0
35 to 39 years,44 years,Alta.,0
35 to 39 years,44 years,Alta.,0
35 to 39 years,44 years,Alta.,0
35 to 39 years,44 years,Alta.,0
35 to 39 years,44 years,B.C.,0
35 to 39 years,44 years,B.C.,0
35 to 39 years,44 years,B.C.,1
35 to 39 years,44 years,B.C.,0
35 to 39 years,44 years,B.C.,0
35 to 39 years,44 years,B.C.,0
35 to 39 years,44 years,B.C.,0
35 to 39 years,44 years,B.C.,0
35 to 39 years,44 years,B.C.,0
35 to 39 years,44 years,B.C.,0
35 to 39 years,44 years,Y.T.,0
35 to 39 years,44 years,Y.T.,0
35 to 39 years,44 years,Y.T.,1
35 to 39 years,44 years,Y.T.,1
35 to 39 years,44 years,Y.T.,0
35 to 39 years,44 years,Y.T.,0
35 to 39 years,44 years,Y.T.,0
35 to 39 years,44 years,Y.T.,0
35 to 39 years,44 years,Y.T.,0
35 to 39 years,44 years,Y.T.,0
35 to 39 years,44 years,N.W.T.,0
35 to 39 years,44 years,N.W.T.,0
35 to 39 years,44 years,N.W.T.,0
35 to 39 years,44 years,N.W.T.,1
35 to 39 years,44 years,N.W.T.,0
35 to 39 years,44 years,N.W.T.,0
35 to 39 years,44 years,N.W.T.,0
35 to 39 years,44 years,N.W.T.,0
35 to 39 years,44 years,N.W.T.,0
35 to 39 years,44 years,N.W.T.,0
35 to 39 years,45 years,N.L.,0
35 to 39 years,45 years,N.L.,0
35 to 39 years,45 years,N.L.,0
35 to 39 years,45 years,N.L.,0
35 to 39 years,45 years,N.L.,0
35 to 39 years,45 years,N.L.,0
35 to 39 years,45 years,N.L.,0
35 to 39 years,45 years,N.L.,0
35 to 39 years,45 years,N.L.,0
35 to 39 years,45 years,N.L.,0
35 to 39 years,45 years,P.E.I.,0
35 to 39 years,45 years,P.E.I.,0
35 to 39 years,45 years,P.E.I.,0
35 to 39 years,45 years,P.E.I.,0
35 to 39 years,45 years,P.E.I.,0
35 to 39 years,45 years,P.E.I.,0
35 to 39 years,45 years,P.E.I.,0
35 to 39 years,45 years,P.E.I.,0
35 to 39 years,45 years,P.E.I.,0
35 to 39 years,45 years,P.E.I.,0
35 to 39 years,45 years,N.S.,0
35 to 39 years,45 years,N.S.,0
35 to 39 years,45 years,N.S.,0
35 to 39 years,45 years,N.S.,0
35 to 39 years,45 years,N.S.,0
35 to 39 years,45 years,N.S.,0
35 to 39 years,45 years,N.S.,0
35 to 39 years,45 years,N.S.,0
35 to 39 years,45 years,N.S.,0
35 to 39 years,45 years,N.S.,0
35 to 39 years,45 years,N.B.,0
35 to 39 years,45 years,N.B.,0
35 to 39 years,45 years,N.B.,0
35 to 39 years,45 years,N.B.,0
35 to 39 years,45 years,N.B.,0
35 to 39 years,45 years,N.B.,0
35 to 39 years,45 years,N.B.,0
35 to 39 years,45 years,N.B.,0
35 to 39 years,45 years,N.B.,0
35 to 39 years,45 years,N.B.,0
35 to 39 years,45 years,Que.,0
35 to 39 years,45 years,Que.,1
35 to 39 years,45 years,Que.,0
35 to 39 years,45 years,Que.,0
35 to 39 years,45 years,Que.,0
35 to 39 years,45 years,Que.,0
35 to 39 years,45 years,Que.,0
35 to 39 years,45 years,Que.,0
35 to 39 years,45 years,Que.,0
35 to 39 years,45 years,Que.,0
35 to 39 years,45 years,Ont.,0
35 to 39 years,45 years,Ont.,0
35 to 39 years,45 years,Ont.,0
35 to 39 years,45 years,Ont.,0
35 to 39 years,45 years,Ont.,0
35 to 39 years,45 years,Ont.,0
35 to 39 years,45 years,Ont.,0
35 to 39 years,45 years,Ont.,0
35 to 39 years,45 years,Ont.,0
35 to 39 years,45 years,Ont.,0
35 to 39 years,45 years,Man.,0
35 to 39 years,45 years,Man.,0
35 to 39 years,45 years,Man.,0
35 to 39 years,45 years,Man.,0
35 to 39 years,45 years,Man.,0
35 to 39 years,45 years,Man.,0
35 to 39 years,45 years,Man.,0
35 to 39 years,45 years,Man.,0
35 to 39 years,45 years,Man.,0
35 to 39 years,45 years,Man.,0
35 to 39 years,45 years,Sask.,0
35 to 39 years,45 years,Sask.,0
35 to 39 years,45 years,Sask.,0
35 to 39 years,45 years,Sask.,0
35 to 39 years,45 years,Sask.,0
35 to 39 years,45 years,Sask.,1
35 to 39 years,45 years,Sask.,1
35 to 39 years,45 years,Sask.,0
35 to 39 years,45 years,Sask.,0
35 to 39 years,45 years,Sask.,0
35 to 39 years,45 years,Alta.,0
35 to 39 years,45 years,Alta.,0
35 to 39 years,45 years,Alta.,0
35 to 39 years,45 years,Alta.,0
35 to 39 years,45 years,Alta.,0
35 to 39 years,45 years,Alta.,0
35 to 39 years,45 years,Alta.,1
35 to 39 years,45 years,Alta.,0
35 to 39 years,45 years,Alta.,0
35 to 39 years,45 years,Alta.,1
35 to 39 years,45 years,B.C.,0
35 to 39 years,45 years,B.C.,0
35 to 39 years,45 years,B.C.,0
35 to 39 years,45 years,B.C.,1
35 to 39 years,45 years,B.C.,0
35 to 39 years,45 years,B.C.,0
35 to 39 years,45 years,B.C.,0
35 to 39 years,45 years,B.C.,0
35 to 39 years,45 years,B.C.,0
35 to 39 years,45 years,B.C.,0
35 to 39 years,45 years,Y.T.,0
35 to 39 years,45 years,Y.T.,0
35 to 39 years,45 years,Y.T.,0
35 to 39 years,45 years,Y.T.,0
35 to 39 years,45 years,Y.T.,1
35 to 39 years,45 years,Y.T.,0
35 to 39 years,45 years,Y.T.,0
35 to 39 years,45 years,Y.T.,0
35 to 39 years,45 years,Y.T.,0
35 to 39 years,45 years,Y.T.,0
35 to 39 years,45 years,N.W.T.,0
35 to 39 years,45 years,N.W.T.,0
35 to 39 years,45 years,N.W.T.,0
35 to 39 years,45 years,N.W.T.,1
35 to 39 years,45 years,N.W.T.,0
35 to 39 years,45 years,N.W.T.,1
35 to 39 years,45 years,N.W.T.,0
35 to 39 years,45 years,N.W.T.,0
35 to 39 years,45 years,N.W.T.,0
35 to 39 years,45 years,N.W.T.,0
35 to 39 years,46 years,N.L.,0
35 to 39 years,46 years,N.L.,1
35 to 39 years,46 years,N.L.,0
35 to 39 years,46 years,N.L.,0
35 to 39 years,46 years,N.L.,0
35 to 39 years,46 years,N.L.,0
35 to 39 years,46 years,N.L.,0
35 to 39 years,46 years,N.L.,0
35 to 39 years,46 years,N.L.,0
35 to 39 years,46 years,N.L.,0
35 to 39 years,46 years,P.E.I.,0
35 to 39 years,46 years,P.E.I.,0
35 to 39 years,46 years,P.E.I.,0
35 to 39 years,46 years,P.E.I.,0
35 to 39 years,46 years,P.E.I.,0
35 to 39 years,46 years,P.E.I.,0
35 to 39 years,46 years,P.E.I.,0
35 to 39 years,46 years,P.E.I.,1
35 to 39 years,46 years,P.E.I.,1
35 to 39 years,46 years,P.E.I.,0
35 to 39 years,46 years,N.S.,0
35 to 39 years,46 years,N.S.,0
35 to 39 years,46 years,N.S.,1
35 to 39 years,46 years,N.S.,0
35 to 39 years,46 years,N.S.,0
35 to 39 years,46 years,N.S.,0
35 to 39 years,46 years,N.S.,0
35 to 39 years,46 years,N.S.,0
35 to 39 years,46 years,N.S.,0
35 to 39 years,46 years,N.S.,0
35 to 39 years,46 years,N.B.,0
35 to 39 years,46 years,N.B.,0
35 to 39 years,46 years,N.B.,0
35 to 39 years,46 years,N.B.,0
35 to 39 years,46 years,N.B.,0
35 to 39 years,46 years,N.B.,0
35 to 39 years,46 years,N.B.,0
35 to 39 years,46 years,N.B.,0
35 to 39 years,46 years,N.B.,0
35 to 39 years,46 years,N.B.,0
35 to 39 years,46 years,Que.,1
35 to 39 years,46 years,Que.,0
35 to 39 years,46 years,Que.,0
35 to 39 years,46 years,Que.,0
35 to 39 years,46 years,Que.,1
35 to 39 years,46 years,Que.,0
35 to 39 years,46 years,Que.,0
35 to 39 years,46 years,Que.,0
35 to 39 years,46 years,Que.,1
35 to 39 years,46 years,Que.,0
35 to 39 years,46 years,Ont.,1
35 to 39 years,46 years,Ont.,0
35 to 39 years,46 years,Ont.,1
35 to 39 years,46 years,Ont.,0
35 to 39 years,46 years,Ont.,0
35 to 39 years,46 years,Ont.,0
35 to 39 years,46 years,Ont.,0
35 to 39 years,46 years,Ont.,1
35 to 39 years,46 years,Ont.,0
35 to 39 years,46 years,Ont.,0
35 to 39 years,46 years,Man.,0
35 to 39 years,46 years,Man.,0
35 to 39 years,46 years,Man.,0
35 to 39 years,46 years,Man.,0
35 to 39 years,46 years,Man.,0
35 to 39 years,46 years,Man.,0
35 to 39 years,46 years,Man.,0
35 to 39 years,46 years,Man.,0
35 to 39 years,46 years,Man.,0
35 to 39 years,46 years,Man.,0
35 to 39 years,46 years,Sask.,0
35 to 39 years,46 years,Sask.,0
35 to 39 years,46 years,Sask.,0
35 to 39 years,46 years,Sask.,0
35 to 39 years,46 years,Sask.,0
35 to 39 years,46 years,Sask.,0
35 to 39 years,46 years,Sask.,0
35 to 39 years,46 years,Sask.,0
35 to 39 years,46 years,Sask.,0
35 to 39 years,46 years,Sask.,0
35 to 39 years,46 years,Alta.,0
35 to 39 years,46 years,Alta.,1
35 to 39 years,46 years,Alta.,0
35 to 39 years,46 years,Alta.,0
35 to 39 years,46 years,Alta.,1
35 to 39 years,46 years,Alta.,0
35 to 39 years,46 years,Alta.,0
35 to 39 years,46 years,Alta.,0
35 to 39 years,46 years,Alta.,1
35 to 39 years,46 years,Alta.,0
35 to 39 years,46 years,B.C.,0
35 to 39 years,46 years,B.C.,0
35 to 39 years,46 years,B.C.,0
35 to 39 years,46 years,B.C.,0
35 to 39 years,46 years,B.C.,0
35 to 39 years,46 years,B.C.,0
35 to 39 years,46 years,B.C.,0
35 to 39 years,46 years,B.C.,0
35 to 39 years,46 years,B.C.,0
35 to 39 years,46 years,B.C.,0
35 to 39 years,46 years,Y.T.,0
35 to 39 years,46 years,Y.T.,0
35 to 39 years,46 years,Y.T.,0
35 to 39 years,46 years,Y.T.,0
35 to 39 years,46 years,Y.T.,0
35 to 39 years,46 years,Y.T.,0
35 to 39 years,46 years,Y.T.,0
35 to 39 years,46 years,Y.T.,0
35 to 39 years,46 years,Y.T.,0
35 to 39 years,46 years,Y.T.,0
35 to 39 years,46 years,N.W.T.,0
35 to 39 years,46 years,N.W.T.,0
35 to 39 years,46 years,N.W.T.,0
35 to 39 years,46 years,N.W.T.,1
35 to 39 years,46 years,N.W.T.,0
35 to 39 years,46 years,N.W.T.,1
35 to 39 years,46 years,N.W.T.,0
35 to 39 years,46 years,N.W.T.,0
35 to 39 years,46 years,N.W.T.,0
35 to 39 years,46 years,N.W.T.,0
35 to 39 years,47 years,N.L.,0
35 to 39 years,47 years,N.L.,0
35 to 39 years,47 years,N.L.,0
35 to 39 years,47 years,N.L.,0
35 to 39 years,47 years,N.L.,0
35 to 39 years,47 years,N.L.,0
35 to 39 years,47 years,N.L.,0
35 to 39 years,47 years,N.L.,0
35 to 39 years,47 years,N.L.,0
35 to 39 years,47 years,N.L.,0
35 to 39 years,47 years,P.E.I.,0
35 to 39 years,47 years,P.E.I.,0
35 to 39 years,47 years,P.E.I.,0
35 to 39 years,47 years,P.E.I.,0
35 to 39 years,47 years,P.E.I.,0
35 to 39 years,47 years,P.E.I.,0
35 to 39 years,47 years,P.E.I.,0
35 to 39 years,47 years,P.E.I.,1
35 to 39 years,47 years,P.E.I.,0
35 to 39 years,47 years,P.E.I.,0
35 to 39 years,47 years,N.S.,0
35 to 39 years,47 years,N.S.,0
35 to 39 years,47 years,N.S.,0
35 to 39 years,47 years,N.S.,1
35 to 39 years,47 years,N.S.,1
35 to 39 years,47 years,N.S.,0
35 to 39 years,47 years,N.S.,1
35 to 39 years,47 years,N.S.,0
35 to 39 years,47 years,N.S.,1
35 to 39 years,47 years,N.S.,0
35 to 39 years,47 years,N.B.,0
35 to 39 years,47 years,N.B.,1
35 to 39 years,47 years,N.B.,0
35 to 39 years,47 years,N.B.,0
35 to 39 years,47 years,N.B.,0
35 to 39 years,47 years,N.B.,0
35 to 39 years,47 years,N.B.,0
35 to 39 years,47 years,N.B.,0
35 to 39 years,47 years,N.B.,0
35 to 39 years,47 years,N.B.,0
35 to 39 years,47 years,Que.,0
35 to 39 years,47 years,Que.,0
35 to 39 years,47 years,Que.,0
35 to 39 years,47 years,Que.,0
35 to 39 years,47 years,Que.,1
35 to 39 years,47 years,Que.,0
35 to 39 years,47 years,Que.,0
35 to 39 years,47 years,Que.,0
35 to 39 years,47 years,Que.,0
35 to 39 years,47 years,Que.,0
35 to 39 years,47 years,Ont.,0
35 to 39 years,47 years,Ont.,0
35 to 39 years,47 years,Ont.,0
35 to 39 years,47 years,Ont.,0
35 to 39 years,47 years,Ont.,0
35 to 39 years,47 years,Ont.,1
35 to 39 years,47 years,Ont.,0
35 to 39 years,47 years,Ont.,0
35 to 39 years,47 years,Ont.,0
35 to 39 years,47 years,Ont.,0
35 to 39 years,47 years,Man.,0
35 to 39 years,47 years,Man.,0
35 to 39 years,47 years,Man.,0
35 to 39 years,47 years,Man.,0
35 to 39 years,47 years,Man.,0
35 to 39 years,47 years,Man.,1
35 to 39 years,47 years,Man.,1
35 to 39 years,47 years,Man.,0
35 to 39 years,47 years,Man.,0
35 to 39 years,47 years,Man.,0
35 to 39 years,47 years,Sask.,0
35 to 39 years,47 years,Sask.,0
35 to 39 years,47 years,Sask.,0
35 to 39 years,47 years,Sask.,0
35 to 39 years,47 years,Sask.,0
35 to 39 years,47 years,Sask.,0
35 to 39 years,47 years,Sask.,0
35 to 39 years,47 years,Sask.,0
35 to 39 years,47 years,Sask.,0
35 to 39 years,47 years,Sask.,0
35 to 39 years,47 years,Alta.,0
35 to 39 years,47 years,Alta.,0
35 to 39 years,47 years,Alta.,0
35 to 39 years,47 years,Alta.,1
35 to 39 years,47 years,Alta.,0
35 to 39 years,47 years,Alta.,0
35 to 39 years,47 years,Alta.,0
35 to 39 years,47 years,Alta.,0
35 to 39 years,47 years,Alta.,0
35 to 39 years,47 years,Alta.,0
35 to 39 years,47 years,B.C.,0
35 to 39 years,47 years,B.C.,0
35 to 39 years,47 years,B.C.,0
35 to 39 years,47 years,B.C.,0
35 to 39 years,47 years,B.C.,0
35 to 39 years,47 years,B.C.,0
35 to 39 years,47 years,B.C.,0
35 to 39 years,47 years,B.C.,0
35 to 39 years,47 years,B.C.,0
35 to 39 years,47 years,B.C.,0
35 to 39 years,47 years,Y.T.,0
35 to 39 years,47 years,Y.T.,0
35 to 39 years,47 years,Y.T.,0
35 to 39 years,47 years,Y.T.,0
35 to 39 years,47 years,Y.T.,0
35 to 39 years,47 years,Y.T.,1
35 to 39 years,47 years,Y.T.,0
35 to 39 years,47 years,Y.T.,0
35 to 39 years,47 years,Y.T.,0
35 to 39 years,47 years,Y.T.,0
35 to 39 years,47 years,N.W.T.,1
35 to 39 years,47 years,N.W.T.,0
35 to 39 years,47 years,N.W.T.,0
35 to 39 years,47 years,N.W.T.,0
35 to 39 years,47 years,N.W.T.,0
35 to 39 years,47 years,N.W.T.,0
35 to 39 years,47 years,N.W.T.,0
35 to 39 years,47 years,N.W.T.,0
35 to 39 years,47 years,N.W.T.,0
35 to 39 years,47 years,N.W.T.,0
35 to 39 years,48 years,N.L.,0
35 to 39 years,48 years,N.L.,0
35 to 39 years,48 years,N.L.,1
35 to 39 years,48 years,N.L.,0
35 to 39 years,48 years,N.L.,0
35 to 39 years,48 years,N.L.,0
35 to 39 years,48 years,N.L.,0
35 to 39 years,48 years,N.L.,0
35 to 39 years,48 years,N.L.,0
35 to 39 years,48 years,N.L.,0
35 to 39 years,48 years,P.E.I.,0
35 to 39 years,48 years,P.E.I.,0
35 to 39 years,48 years,P.E.I.,0
35 to 39 years,48 years,P.E.I.,0
35 to 39 years,48 years,P.E.I.,0
35 to 39 years,48 years,P.E.I.,0
35 to 39 years,48 years,P.E.I.,0
35 to 39 years,48 years,P.E.I.,0
35 to 39 years,48 years,P.E.I.,0
35 to 39 years,48 years,P.E.I.,0
35 to 39 years,48 years,N.S.,0
35 to 39 years,48 years,N.S.,0
35 to 39 years,48 years,N.S.,0
35 to 39 years,48 years,N.S.,0
35 to 39 years,48 years,N.S.,0
35 to 39 years,48 years,N.S.,0
35 to 39 years,48 years,N.S.,0
35 to 39 years,48 years,N.S.,0
35 to 39 years,48 years,N.S.,0
35 to 39 years,48 years,N.S.,0
35 to 39 years,48 years,N.B.,0
35 to 39 years,48 years,N.B.,0
35 to 39 years,48 years,N.B.,0
35 to 39 years,48 years,N.B.,0
35 to 39 years,48 years,N.B.,0
35 to 39 years,48 years,N.B.,0
35 to 39 years,48 years,N.B.,0
35 to 39 years,48 years,N.B.,0
35 to 39 years,48 years,N.B.,0
35 to 39 years,48 years,N.B.,0
35 to 39 years,48 years,Que.,0
35 to 39 years,48 years,Que.,0
35 to 39 years,48 years,Que.,0
35 to 39 years,48 years,Que.,0
35 to 39 years,48 years,Que.,1
35 to 39 years,48 years,Que.,1
35 to 39 years,48 years,Que.,0
35 to 39 years,48 years,Que.,0
35 to 39 years,48 years,Que.,0
35 to 39 years,48 years,Que.,0
35 to 39 years,48 years,Ont.,0
35 to 39 years,48 years,Ont.,0
35 to 39 years,48 years,Ont.,1
35 to 39 years,48 years,Ont.,0
35 to 39 years,48 years,Ont.,0
35 to 39 years,48 years,Ont.,0
35 to 39 years,48 years,Ont.,0
35 to 39 years,48 years,Ont.,0
35 to 39 years,48 years,Ont.,0
35 to 39 years,48 years,Ont.,0
35 to 39 years,48 years,Man.,0
35 to 39 years,48 years,Man.,0
35 to 39 years,48 years,Man.,0
35 to 39 years,48 years,Man.,0
35 to 39 years,48 years,Man.,0
35 to 39 years,48 years,Man.,0
35 to 39 years,48 years,Man.,0
35 to 39 years,48 years,Man.,0
35 to 39 years,48 years,Man.,1
35 to 39 years,48 years,Man.,0
35 to 39 years,48 years,Sask.,0
35 to 39 years,48 years,Sask.,1
35 to 39 years,48 years,Sask.,0
35 to 39 years,48 years,Sask.,0
35 to 39 years,48 years,Sask.,0
35 to 39 years,48 years,Sask.,0
35 to 39 years,48 years,Sask.,0
35 to 39 years,48 years,Sask.,0
35 to 39 years,48 years,Sask.,0
35 to 39 years,48 years,Sask.,0
35 to 39 years,48 years,Alta.,0
35 to 39 years,48 years,Alta.,0
35 to 39 years,48 years,Alta.,1
35 to 39 years,48 years,Alta.,1
35 to 39 years,48 years,Alta.,0
35 to 39 years,48 years,Alta.,0
35 to 39 years,48 years,Alta.,0
35 to 39 years,48 years,Alta.,0
35 to 39 years,48 years,Alta.,0
35 to 39 years,48 years,Alta.,1
35 to 39 years,48 years,B.C.,0
35 to 39 years,48 years,B.C.,0
35 to 39 years,48 years,B.C.,0
35 to 39 years,48 years,B.C.,0
35 to 39 years,48 years,B.C.,0
35 to 39 years,48 years,B.C.,0
35 to 39 years,48 years,B.C.,0
35 to 39 years,48 years,B.C.,1
35 to 39 years,48 years,B.C.,1
35 to 39 years,48 years,B.C.,0
35 to 39 years,48 years,Y.T.,0
35 to 39 years,48 years,Y.T.,1
35 to 39 years,48 years,Y.T.,0
35 to 39 years,48 years,Y.T.,0
35 to 39 years,48 years,Y.T.,0
35 to 39 years,48 years,Y.T.,1
35 to 39 years,48 years,Y.T.,0
35 to 39 years,48 years,Y.T.,0
35 to 39 years,48 years,Y.T.,0
35 to 39 years,48 years,Y.T.,0
35 to 39 years,48 years,N.W.T.,0
35 to 39 years,48 years,N.W.T.,0
35 to 39 years,48 years,N.W.T.,1
35 to 39 years,48 years,N.W.T.,0
35 to 39 years,48 years,N.W.T.,0
35 to 39 years,48 years,N.W.T.,0
35 to 39 years,48 years,N.W.T.,0
35 to 39 years,48 years,N.W.T.,0
35 to 39 years,48 years,N.W.T.,0
35 to 39 years,48 years,N.W.T.,0
35 to 39 years,49 years,N.L.,0
35 to 39 years,49 years,N.L.,1
35 to 39 years,49 years,N.L.,1
35 to 39 years,49 years,N.L.,0
35 to 39 years,49 years,N.L.,0
35 to 39 years,49 years,N.L.,0
35 to 39 years,49 years,N.L.,0
35 to 39 years,49 years,N.L.,0
35 to 39 years,49 years,N.L.,0
35 to 39 years,49 years,N.L.,0
35 to 39 years,49 years,P.E.I.,0
35 to 39 years,49 years,P.E.I.,0
35 to 39 years,49 years,P.E.I.,1
35 to 39 years,49 years,P.E.I.,0
35 to 39 years,49 years,P.E.I.,0
35 to 39 years,49 years,P.E.I.,0
35 to 39 years,49 years,P.E.I.,0
35 to 39 years,49 years,P.E.I.,0
35 to 39 years,49 years,P.E.I.,0
35 to 39 years,49 years,P.E.I.,0
35 to 39 years,49 years,N.S.,1
35 to 39 years,49 years,N.S.,0
35 to 39 years,49 years,N.S.,0
35 to 39 years,49 years,N.S.,0
35 to 39 years,49 years,N.S.,0
35 to 39 years,49 years,N.S.,0
35 to 39 years,49 years,N.S.,0
35 to 39 years,49 years,N.S.,0
35 to 39 years,49 years,N.S.,0
35 to 39 years,49 years,N.S.,0
35 to 39 years,49 years,N.B.,0
35 to 39 years,49 years,N.B.,0
35 to 39 years,49 years,N.B.,0
35 to 39 years,49 years,N.B.,0
35 to 39 years,49 years,N.B.,0
35 to 39 years,49 years,N.B.,0
35 to 39 years,49 years,N.B.,1
35 to 39 years,49 years,N.B.,0
35 to 39 years,49 years,N.B.,0
35 to 39 years,49 years,N.B.,0
35 to 39 years,49 years,Que.,0
35 to 39 years,49 years,Que.,0
35 to 39 years,49 years,Que.,0
35 to 39 years,49 years,Que.,0
35 to 39 years,49 years,Que.,0
35 to 39 years,49 years,Que.,0
35 to 39 years,49 years,Que.,0
35 to 39 years,49 years,Que.,0
35 to 39 years,49 years,Que.,0
35 to 39 years,49 years,Que.,1
35 to 39 years,49 years,Ont.,0
35 to 39 years,49 years,Ont.,0
35 to 39 years,49 years,Ont.,0
35 to 39 years,49 years,Ont.,0
35 to 39 years,49 years,Ont.,0
35 to 39 years,49 years,Ont.,0
35 to 39 years,49 years,Ont.,0
35 to 39 years,49 years,Ont.,0
35 to 39 years,49 years,Ont.,0
35 to 39 years,49 years,Ont.,0
35 to 39 years,49 years,Man.,0
35 to 39 years,49 years,Man.,0
35 to 39 years,49 years,Man.,0
35 to 39 years,49 years,Man.,0
35 to 39 years,49 years,Man.,0
35 to 39 years,49 years,Man.,0
35 to 39 years,49 years,Man.,0
35 to 39 years,49 years,Man.,0
35 to 39 years,49 years,Man.,0
35 to 39 years,49 years,Man.,0
35 to 39 years,49 years,Sask.,0
35 to 39 years,49 years,Sask.,0
35 to 39 years,49 years,Sask.,0
35 to 39 years,49 years,Sask.,0
35 to 39 years,49 years,Sask.,0
35 to 39 years,49 years,Sask.,0
35 to 39 years,49 years,Sask.,0
35 to 39 years,49 years,Sask.,0
35 to 39 years,49 years,Sask.,0
35 to 39 years,49 years,Sask.,0
35 to 39 years,49 years,Alta.,0
35 to 39 years,49 years,Alta.,0
35 to 39 years,49 years,Alta.,0
35 to 39 years,49 years,Alta.,0
35 to 39 years,49 years,Alta.,0
35 to 39 years,49 years,Alta.,0
35 to 39 years,49 years,Alta.,0
35 to 39 years,49 years,Alta.,0
35 to 39 years,49 years,Alta.,0
35 to 39 years,49 years,Alta.,0
35 to 39 years,49 years,B.C.,0
35 to 39 years,49 years,B.C.,0
35 to 39 years,49 years,B.C.,0
35 to 39 years,49 years,B.C.,0
35 to 39 years,49 years,B.C.,0
35 to 39 years,49 years,B.C.,0
35 to 39 years,49 years,B.C.,0
35 to 39 years,49 years,B.C.,0
35 to 39 years,49 years,B.C.,0
35 to 39 years,49 years,B.C.,0
35 to 39 years,49 years,Y.T.,0
35 to 39 years,49 years,Y.T.,0
35 to 39 years,49 years,Y.T.,0
35 to 39 years,49 years,Y.T.,0
35 to 39 years,49 years,Y.T.,0
35 to 39 years,49 years,Y.T.,0
35 to 39 years,49 years,Y.T.,0
35 to 39 years,49 years,Y.T.,0
35 to 39 years,49 years,Y.T.,0
35 to 39 years,49 years,Y.T.,0
35 to 39 years,49 years,N.W.T.,0
35 to 39 years,49 years,N.W.T.,0
35 to 39 years,49 years,N.W.T.,0
35 to 39 years,49 years,N.W.T.,1
35 to 39 years,49 years,N.W.T.,0
35 to 39 years,49 years,N.W.T.,0
35 to 39 years,49 years,N.W.T.,0
35 to 39 years,49 years,N.W.T.,0
35 to 39 years,49 years,N.W.T.,0
35 to 39 years,49 years,N.W.T.,1
35 to 39 years,50 years,N.L.,0
35 to 39 years,50 years,N.L.,0
35 to 39 years,50 years,N.L.,0
35 to 39 years,50 years,N.L.,0
35 to 39 years,50 years,N.L.,1
35 to 39 years,50 years,N.L.,0
35 to 39 years,50 years,N.L.,0
35 to 39 years,50 years,N.L.,0
35 to 39 years,50 years,N.L.,0
35 to 39 years,50 years,N.L.,0
35 to 39 years,50 years,P.E.I.,0
35 to 39 years,50 years,P.E.I.,0
35 to 39 years,50 years,P.E.I.,0
35 to 39 years,50 years,P.E.I.,0
35 to 39 years,50 years,P.E.I.,0
35 to 39 years,50 years,P.E.I.,0
35 to 39 years,50 years,P.E.I.,0
35 to 39 years,50 years,P.E.I.,0
35 to 39 years,50 years,P.E.I.,0
35 to 39 years,50 years,P.E.I.,0
35 to 39 years,50 years,N.S.,0
35 to 39 years,50 years,N.S.,0
35 to 39 years,50 years,N.S.,1
35 to 39 years,50 years,N.S.,0
35 to 39 years,50 years,N.S.,0
35 to 39 years,50 years,N.S.,0
35 to 39 years,50 years,N.S.,0
35 to 39 years,50 years,N.S.,0
35 to 39 years,50 years,N.S.,0
35 to 39 years,50 years,N.S.,0
35 to 39 years,50 years,N.B.,0
35 to 39 years,50 years,N.B.,0
35 to 39 years,50 years,N.B.,0
35 to 39 years,50 years,N.B.,0
35 to 39 years,50 years,N.B.,0
35 to 39 years,50 years,N.B.,0
35 to 39 years,50 years,N.B.,0
35 to 39 years,50 years,N.B.,0
35 to 39 years,50 years,N.B.,0
35 to 39 years,50 years,N.B.,0
35 to 39 years,50 years,Que.,0
35 to 39 years,50 years,Que.,0
35 to 39 years,50 years,Que.,0
35 to 39 years,50 years,Que.,0
35 to 39 years,50 years,Que.,0
35 to 39 years,50 years,Que.,0
35 to 39 years,50 years,Que.,0
35 to 39 years,50 years,Que.,0
35 to 39 years,50 years,Que.,0
35 to 39 years,50 years,Que.,0
35 to 39 years,50 years,Ont.,0
35 to 39 years,50 years,Ont.,0
35 to 39 years,50 years,Ont.,0
35 to 39 years,50 years,Ont.,0
35 to 39 years,50 years,Ont.,0
35 to 39 years,50 years,Ont.,0
35 to 39 years,50 years,Ont.,0
35 to 39 years,50 years,Ont.,0
35 to 39 years,50 years,Ont.,0
35 to 39 years,50 years,Ont.,0
35 to 39 years,50 years,Man.,0
35 to 39 years,50 years,Man.,0
35 to 39 years,50 years,Man.,0
